title,source,time_published,summary,url,text,tokens,clean_text
"Director at Burke & Herbert (BHRB) awarded 1,000 restricted stock units",Stock Titan,20260622T154033,"Burke & Herbert Financial Services Corp. director David Wilson received 1,000 restricted stock units as compensation for his board service. These units, which vest on the first anniversary of the grant date subject to continued service and attendance requirements, contribute to his total holdings of 23,348 direct shares and various indirect positions. This transaction was reported via an SEC Form 4 filing and represents a grant rather than an open-market purchase or sale.",https://www.stocktitan.net/sec-filings/BHRB/form-4-burke-herbert-financial-services-corp-insider-trading-activity-410c7ed89af8.html,director at burke  herbert bhrb awarded 1000 restricted stock units burke  herbert financial services corp director david wilson received 1000 restricted stock units as compensation for his board service these units which vest on the first anniversary of the grant date subject to continued service and attendance requirements contribute to his total holdings of 23348 direct shares and various indirect positions this transaction was reported via an sec form 4 filing and represents a grant rather than an openmarket purchase or sale,"['director', 'burke', 'herbert', 'bhrb', 'awarded', '1000', 'restricted', 'stock', 'unit', 'burke', 'herbert', 'financial', 'service', 'corp', 'director', 'david', 'wilson', 'received', '1000', 'restricted', 'stock', 'unit', 'compensation', 'board', 'service', 'unit', 'vest', 'first', 'anniversary', 'grant', 'date', 'subject', 'continued', 'service', 'attendance', 'requirement', 'contribute', 'total', 'holding', '23348', 'direct', 'share', 'various', 'indirect', 'position', 'transaction', 'reported', 'via', 'sec', 'form', '4', 'filing', 'represents', 'grant', 'rather', 'openmarket', 'purchase', 'sale']",director burke herbert bhrb awarded 1000 restricted stock unit burke herbert financial service corp director david wilson received 1000 restricted stock unit compensation board service unit vest first anniversary grant date subject continued service attendance requirement contribute total holding 23348 direct share various indirect position transaction reported via sec form 4 filing represents grant rather openmarket purchase sale
Burke & Herbert Financial Services Corp. Insider Trading Activity,Stock Titan,20260622T154033,"Anderson Mark Guthrie, a director at Burke & Herbert Financial Services Corp. (BHRB), reported an acquisition of 1,000 shares of common stock on June 19, 2026. This transaction was an award-related grant with no cash price per share, increasing his direct holdings to 28,700 shares. The shares are restricted stock units, vesting one year from the grant date, contingent on continued service and meeting attendance requirements.",https://www.stocktitan.net/sec-filings/BHRB/form-4-burke-herbert-financial-services-corp-insider-trading-activity-2eb2738f5b3d.html,burke  herbert financial services corp insider trading activity anderson mark guthrie a director at burke  herbert financial services corp bhrb reported an acquisition of 1000 shares of common stock on june 19 2026 this transaction was an awardrelated grant with no cash price per share increasing his direct holdings to 28700 shares the shares are restricted stock units vesting one year from the grant date contingent on continued service and meeting attendance requirements,"['burke', 'herbert', 'financial', 'service', 'corp', 'insider', 'trading', 'activity', 'anderson', 'mark', 'guthrie', 'director', 'burke', 'herbert', 'financial', 'service', 'corp', 'bhrb', 'reported', 'acquisition', '1000', 'share', 'common', 'stock', 'june', '19', '2026', 'transaction', 'awardrelated', 'grant', 'cash', 'price', 'per', 'share', 'increasing', 'direct', 'holding', '28700', 'share', 'share', 'restricted', 'stock', 'unit', 'vesting', 'one', 'year', 'grant', 'date', 'contingent', 'continued', 'service', 'meeting', 'attendance', 'requirement']",burke herbert financial service corp insider trading activity anderson mark guthrie director burke herbert financial service corp bhrb reported acquisition 1000 share common stock june 19 2026 transaction awardrelated grant cash price per share increasing direct holding 28700 share share restricted stock unit vesting one year grant date contingent continued service meeting attendance requirement
Form 4 Burke Herbert Financial Services Corp For: 22 June By Investing.com,Investing.com Nigeria,20260622T154033,This article reports on a Form 4 filing for Burke Herbert Financial Services Corp as of June 22. It mentions the stock symbol BHRB and its performance (+0.61%). The content is a brief announcement published by Investing.com.,https://ng.investing.com/news/stock-market-news/form-4-burke-herbert-financial-services-corp-for-22-june-93CH-2568283,form 4 burke herbert financial services corp for 22 june by investingcom this article reports on a form 4 filing for burke herbert financial services corp as of june 22 it mentions the stock symbol bhrb and its performance 061 the content is a brief announcement published by investingcom,"['form', '4', 'burke', 'herbert', 'financial', 'service', 'corp', '22', 'june', 'investingcom', 'article', 'report', 'form', '4', 'filing', 'burke', 'herbert', 'financial', 'service', 'corp', 'june', '22', 'mention', 'stock', 'symbol', 'bhrb', 'performance', '061', 'content', 'brief', 'announcement', 'published', 'investingcom']",form 4 burke herbert financial service corp 22 june investingcom article report form 4 filing burke herbert financial service corp june 22 mention stock symbol bhrb performance 061 content brief announcement published investingcom
NextDecade (NEXT) Plans Private Offering of Senior Secured Notes,GuruFocus,20260622T154006,"NextDecade Corporation (NEXT) announced a private offering of senior secured notes through its subsidiary, Rio Grande LNG, to qualified institutional buyers and non-U.S. individuals. The proceeds will be used to reduce existing borrowings, cover fees, and handle interest rate hedge terminations. While this move aims to optimize capital structure for its Rio Grande LNG Facility, the company faces significant financial challenges as indicated by its low GF Score™ of 27/100, reflecting weaknesses in financial strength and profitability.",https://www.gurufocus.com/news/8925290/nextdecade-next-plans-private-offering-of-senior-secured-notes,nextdecade next plans private offering of senior secured notes nextdecade corporation next announced a private offering of senior secured notes through its subsidiary rio grande lng to qualified institutional buyers and nonus individuals the proceeds will be used to reduce existing borrowings cover fees and handle interest rate hedge terminations while this move aims to optimize capital structure for its rio grande lng facility the company faces significant financial challenges as indicated by its low gf score of 27100 reflecting weaknesses in financial strength and profitability,"['nextdecade', 'next', 'plan', 'private', 'offering', 'senior', 'secured', 'note', 'nextdecade', 'corporation', 'next', 'announced', 'private', 'offering', 'senior', 'secured', 'note', 'subsidiary', 'rio', 'grande', 'lng', 'qualified', 'institutional', 'buyer', 'nonus', 'individual', 'proceeds', 'used', 'reduce', 'existing', 'borrowing', 'cover', 'fee', 'handle', 'interest', 'rate', 'hedge', 'termination', 'move', 'aim', 'optimize', 'capital', 'structure', 'rio', 'grande', 'lng', 'facility', 'company', 'face', 'significant', 'financial', 'challenge', 'indicated', 'low', 'gf', 'score', '27100', 'reflecting', 'weakness', 'financial', 'strength', 'profitability']",nextdecade next plan private offering senior secured note nextdecade corporation next announced private offering senior secured note subsidiary rio grande lng qualified institutional buyer nonus individual proceeds used reduce existing borrowing cover fee handle interest rate hedge termination move aim optimize capital structure rio grande lng facility company face significant financial challenge indicated low gf score 27100 reflecting weakness financial strength profitability
"Car-Mart receives extension on defaults, time to review ‘strategic alternatives’",Talk Business & Politics,20260622T153958,"America's Car-Mart Inc. has received an extension from its lenders, waiving defaults and providing covenant relief through at least early September, with a possible extension to November. This extension gives the company time to evaluate strategic alternatives, including potential financing, recapitalization, and mergers, under the guidance of a newly formed special committee. The move follows significant financial losses and dealership closures amidst market challenges.",https://talkbusiness.net/2026/06/car-mart-receives-extension-on-defaults-time-to-review-strategic-alternatives/,carmart receives extension on defaults time to review strategic alternatives americas carmart inc has received an extension from its lenders waiving defaults and providing covenant relief through at least early september with a possible extension to november this extension gives the company time to evaluate strategic alternatives including potential financing recapitalization and mergers under the guidance of a newly formed special committee the move follows significant financial losses and dealership closures amidst market challenges,"['carmart', 'receives', 'extension', 'default', 'time', 'review', 'strategic', 'alternative', 'america', 'carmart', 'inc', 'received', 'extension', 'lender', 'waiving', 'default', 'providing', 'covenant', 'relief', 'least', 'early', 'september', 'possible', 'extension', 'november', 'extension', 'give', 'company', 'time', 'evaluate', 'strategic', 'alternative', 'including', 'potential', 'financing', 'recapitalization', 'merger', 'guidance', 'newly', 'formed', 'special', 'committee', 'move', 'follows', 'significant', 'financial', 'loss', 'dealership', 'closure', 'amidst', 'market', 'challenge']",carmart receives extension default time review strategic alternative america carmart inc received extension lender waiving default providing covenant relief least early september possible extension november extension give company time evaluate strategic alternative including potential financing recapitalization merger guidance newly formed special committee move follows significant financial loss dealership closure amidst market challenge
SpaceX’s Brutal ESG Rating Gives Green ETFs A ‘Told You So’ Moment,Benzinga,20260622T153949,"SpaceX received the lowest possible ESG rating (CCC) from MSCI shortly before its IPO due to significant governance risks and controversies, leading to its exclusion from ESG-focused ETFs. Despite its popularity and inclusion in nearly 100 other ETFs, ESG funds, which screen for such governance issues, have avoided the stock. This exclusion highlights a dilemma for ESG investors, who might miss out on high-growth opportunities but could also be vindicated if SpaceX's governance issues eventually impact its financial performance.",https://www.benzinga.com/etfs/specialty-etfs/26/06/60019791/spacexs-brutal-esg-rating-gives-green-etfs-a-told-you-so-moment,spacexs brutal esg rating gives green etfs a told you so moment spacex received the lowest possible esg rating ccc from msci shortly before its ipo due to significant governance risks and controversies leading to its exclusion from esgfocused etfs despite its popularity and inclusion in nearly 100 other etfs esg funds which screen for such governance issues have avoided the stock this exclusion highlights a dilemma for esg investors who might miss out on highgrowth opportunities but could also be vindicated if spacexs governance issues eventually impact its financial performance,"['spacexs', 'brutal', 'esg', 'rating', 'give', 'green', 'etf', 'told', 'moment', 'spacex', 'received', 'lowest', 'possible', 'esg', 'rating', 'ccc', 'msci', 'shortly', 'ipo', 'due', 'significant', 'governance', 'risk', 'controversy', 'leading', 'exclusion', 'esgfocused', 'etf', 'despite', 'popularity', 'inclusion', 'nearly', '100', 'etf', 'esg', 'fund', 'screen', 'governance', 'issue', 'avoided', 'stock', 'exclusion', 'highlight', 'dilemma', 'esg', 'investor', 'might', 'miss', 'highgrowth', 'opportunity', 'could', 'also', 'vindicated', 'spacexs', 'governance', 'issue', 'eventually', 'impact', 'financial', 'performance']",spacexs brutal esg rating give green etf told moment spacex received lowest possible esg rating ccc msci shortly ipo due significant governance risk controversy leading exclusion esgfocused etf despite popularity inclusion nearly 100 etf esg fund screen governance issue avoided stock exclusion highlight dilemma esg investor might miss highgrowth opportunity could also vindicated spacexs governance issue eventually impact financial performance
"Kulicke and Soffa Industries (NASDAQ:KLIC) CEO Lester Wong Sells 60,000 Shares",MarketBeat,20260622T153948,"Kulicke and Soffa Industries CEO Lester Wong sold 60,000 shares of the company's stock for over $7.3 million, reducing his stake by 54.18%. This transaction occurred after the company reported strong quarterly earnings, beating analyst expectations, and announced a quarterly dividend. KLIC's stock has seen significant price movement, with a 12-month high of $125.14, and analysts generally rate it as a ""Moderate Buy.""",https://www.marketbeat.com/instant-alerts/kulicke-and-soffa-industries-nasdaqklic-ceo-lester-wong-sells-60000-shares-2026-06-22/,kulicke and soffa industries nasdaqklic ceo lester wong sells 60000 shares kulicke and soffa industries ceo lester wong sold 60000 shares of the companys stock for over 73 million reducing his stake by 5418 this transaction occurred after the company reported strong quarterly earnings beating analyst expectations and announced a quarterly dividend klics stock has seen significant price movement with a 12month high of 12514 and analysts generally rate it as a moderate buy,"['kulicke', 'soffa', 'industry', 'nasdaqklic', 'ceo', 'lester', 'wong', 'sell', '60000', 'share', 'kulicke', 'soffa', 'industry', 'ceo', 'lester', 'wong', 'sold', '60000', 'share', 'company', 'stock', '73', 'million', 'reducing', 'stake', '5418', 'transaction', 'occurred', 'company', 'reported', 'strong', 'quarterly', 'earnings', 'beating', 'analyst', 'expectation', 'announced', 'quarterly', 'dividend', 'klics', 'stock', 'seen', 'significant', 'price', 'movement', '12month', 'high', '12514', 'analyst', 'generally', 'rate', 'moderate', 'buy']",kulicke soffa industry nasdaqklic ceo lester wong sell 60000 share kulicke soffa industry ceo lester wong sold 60000 share company stock 73 million reducing stake 5418 transaction occurred company reported strong quarterly earnings beating analyst expectation announced quarterly dividend klics stock seen significant price movement 12month high 12514 analyst generally rate moderate buy
Why Alto Ingredients Is Earning More From Every Bushel of Corn,Yahoo! Finance Canada,20260622T153945,"Alto Ingredients (ALTO) has seen increased profitability from corn processing, with its return on essential ingredients rising to 53.4% in Q1 2026 due to stronger co-product pricing, particularly from higher corn oil demand, and lower feedstock costs. Despite production disruptions at its Pekin campus and competition in alcohol markets, the company leveraged strong co-product economics to enhance value per bushel. Alto Ingredients currently holds a Zacks Rank #1 (Strong Buy) and shows favorable valuation metrics compared to competitors Green Plains Inc. (GPRE) and MGP Ingredients, Inc. (MGPI).",https://ca.finance.yahoo.com/news/why-alto-ingredients-earning-more-152100273.html,why alto ingredients is earning more from every bushel of corn alto ingredients alto has seen increased profitability from corn processing with its return on essential ingredients rising to 534 in q1 2026 due to stronger coproduct pricing particularly from higher corn oil demand and lower feedstock costs despite production disruptions at its pekin campus and competition in alcohol markets the company leveraged strong coproduct economics to enhance value per bushel alto ingredients currently holds a zacks rank 1 strong buy and shows favorable valuation metrics compared to competitors green plains inc gpre and mgp ingredients inc mgpi,"['alto', 'ingredient', 'earning', 'every', 'bushel', 'corn', 'alto', 'ingredient', 'alto', 'seen', 'increased', 'profitability', 'corn', 'processing', 'return', 'essential', 'ingredient', 'rising', '534', 'q1', '2026', 'due', 'stronger', 'coproduct', 'pricing', 'particularly', 'higher', 'corn', 'oil', 'demand', 'lower', 'feedstock', 'cost', 'despite', 'production', 'disruption', 'pekin', 'campus', 'competition', 'alcohol', 'market', 'company', 'leveraged', 'strong', 'coproduct', 'economics', 'enhance', 'value', 'per', 'bushel', 'alto', 'ingredient', 'currently', 'hold', 'zacks', 'rank', '1', 'strong', 'buy', 'show', 'favorable', 'valuation', 'metric', 'compared', 'competitor', 'green', 'plain', 'inc', 'gpre', 'mgp', 'ingredient', 'inc', 'mgpi']",alto ingredient earning every bushel corn alto ingredient alto seen increased profitability corn processing return essential ingredient rising 534 q1 2026 due stronger coproduct pricing particularly higher corn oil demand lower feedstock cost despite production disruption pekin campus competition alcohol market company leveraged strong coproduct economics enhance value per bushel alto ingredient currently hold zacks rank 1 strong buy show favorable valuation metric compared competitor green plain inc gpre mgp ingredient inc mgpi
MFS Multimarket Income Trust has Changed its Name to Aberdeen Multi-Market Income Fund,www.marketscreener.com,20260622T153938,"MFS Multimarket Income Trust announced on June 22, 2026, that it has officially changed its name to Aberdeen Multi-Market Income Fund. The fund aims to seek high current income and may also consider capital appreciation, primarily investing at least 80% of its net assets in fixed income securities.",https://www.marketscreener.com/news/mfs-multimarket-income-trust-has-changed-its-name-to-aberdeen-multi-market-income-fund-ce7f5cd3de8ef221,mfs multimarket income trust has changed its name to aberdeen multimarket income fund mfs multimarket income trust announced on june 22 2026 that it has officially changed its name to aberdeen multimarket income fund the fund aims to seek high current income and may also consider capital appreciation primarily investing at least 80 of its net assets in fixed income securities,"['mf', 'multimarket', 'income', 'trust', 'changed', 'name', 'aberdeen', 'multimarket', 'income', 'fund', 'mf', 'multimarket', 'income', 'trust', 'announced', 'june', '22', '2026', 'officially', 'changed', 'name', 'aberdeen', 'multimarket', 'income', 'fund', 'fund', 'aim', 'seek', 'high', 'current', 'income', 'may', 'also', 'consider', 'capital', 'appreciation', 'primarily', 'investing', 'least', '80', 'net', 'asset', 'fixed', 'income', 'security']",mf multimarket income trust changed name aberdeen multimarket income fund mf multimarket income trust announced june 22 2026 officially changed name aberdeen multimarket income fund fund aim seek high current income may also consider capital appreciation primarily investing least 80 net asset fixed income security
Playboy to Repurchase Fortress Stake at 28% Discount,citybiz,20260622T153934,"Playboy Inc. is repurchasing approximately 16.6 million shares, representing Fortress Investment Group's entire stake, for $1.05 per share, a 28% discount to its premarket trading price. This $17.4 million transaction covers nearly 15% of Playboy's outstanding shares and is expected to be immediately accretive to earnings per share by reducing the company’s share count and simplifying its ownership structure. The move also facilitates an orderly exit for Fortress, which has a history of investing in distressed and undervalued companies.",https://www.citybiz.co/article/863670/playboy-to-repurchase-fortress-stake-at-28-discount/,playboy to repurchase fortress stake at 28 discount playboy inc is repurchasing approximately 166 million shares representing fortress investment groups entire stake for 105 per share a 28 discount to its premarket trading price this 174 million transaction covers nearly 15 of playboys outstanding shares and is expected to be immediately accretive to earnings per share by reducing the companys share count and simplifying its ownership structure the move also facilitates an orderly exit for fortress which has a history of investing in distressed and undervalued companies,"['playboy', 'repurchase', 'fortress', 'stake', '28', 'discount', 'playboy', 'inc', 'repurchasing', 'approximately', '166', 'million', 'share', 'representing', 'fortress', 'investment', 'group', 'entire', 'stake', '105', 'per', 'share', '28', 'discount', 'premarket', 'trading', 'price', '174', 'million', 'transaction', 'cover', 'nearly', '15', 'playboy', 'outstanding', 'share', 'expected', 'immediately', 'accretive', 'earnings', 'per', 'share', 'reducing', 'company', 'share', 'count', 'simplifying', 'ownership', 'structure', 'move', 'also', 'facilitates', 'orderly', 'exit', 'fortress', 'history', 'investing', 'distressed', 'undervalued', 'company']",playboy repurchase fortress stake 28 discount playboy inc repurchasing approximately 166 million share representing fortress investment group entire stake 105 per share 28 discount premarket trading price 174 million transaction cover nearly 15 playboy outstanding share expected immediately accretive earnings per share reducing company share count simplifying ownership structure move also facilitates orderly exit fortress history investing distressed undervalued company
"Revenue per share of Cemtrex, Inc. – FWB:C421",TradingView,20260622T153933,"This article provides financial information for Cemtrex, Inc. (FWB:C421), specifically focusing on its revenue per share. It indicates that the market was closed and no trades were recorded for the stock.",https://www.tradingview.com/symbols/FWB-C421/financials-statistics-and-ratios/revenue-per-share/,revenue per share of cemtrex inc  fwbc421 this article provides financial information for cemtrex inc fwbc421 specifically focusing on its revenue per share it indicates that the market was closed and no trades were recorded for the stock,"['revenue', 'per', 'share', 'cemtrex', 'inc', 'fwbc421', 'article', 'provides', 'financial', 'information', 'cemtrex', 'inc', 'fwbc421', 'specifically', 'focusing', 'revenue', 'per', 'share', 'indicates', 'market', 'closed', 'trade', 'recorded', 'stock']",revenue per share cemtrex inc fwbc421 article provides financial information cemtrex inc fwbc421 specifically focusing revenue per share indicates market closed trade recorded stock
Sandisk Rises as AI Memory Demand Story and Western Digital Share Swap Stay in Focus,Quiver Quantitative,20260622T153921,"Sandisk (SNDK) stock increased by 5.9% due to strong NAND and SSD earnings outlooks, positive fiscal fourth-quarter guidance, and investors reacting favorably to Western Digital's upcoming exchange of its remaining Sandisk shares. The company reported significant revenue growth and a shift towards higher-value customers, while Western Digital's share swap aims to reduce ownership overhang. Insider trading shows more sales than purchases, but institutional investors have varied activities, and congressional members have made purchases.",https://www.quiverquant.com/news/Sandisk+Rises+as+AI+Memory+Demand+Story+and+Western+Digital+Share+Swap+Stay+in+Focus,sandisk rises as ai memory demand story and western digital share swap stay in focus sandisk sndk stock increased by 59 due to strong nand and ssd earnings outlooks positive fiscal fourthquarter guidance and investors reacting favorably to western digitals upcoming exchange of its remaining sandisk shares the company reported significant revenue growth and a shift towards highervalue customers while western digitals share swap aims to reduce ownership overhang insider trading shows more sales than purchases but institutional investors have varied activities and congressional members have made purchases,"['sandisk', 'rise', 'ai', 'memory', 'demand', 'story', 'western', 'digital', 'share', 'swap', 'stay', 'focus', 'sandisk', 'sndk', 'stock', 'increased', '59', 'due', 'strong', 'nand', 'ssd', 'earnings', 'outlook', 'positive', 'fiscal', 'fourthquarter', 'guidance', 'investor', 'reacting', 'favorably', 'western', 'digitals', 'upcoming', 'exchange', 'remaining', 'sandisk', 'share', 'company', 'reported', 'significant', 'revenue', 'growth', 'shift', 'towards', 'highervalue', 'customer', 'western', 'digitals', 'share', 'swap', 'aim', 'reduce', 'ownership', 'overhang', 'insider', 'trading', 'show', 'sale', 'purchase', 'institutional', 'investor', 'varied', 'activity', 'congressional', 'member', 'made', 'purchase']",sandisk rise ai memory demand story western digital share swap stay focus sandisk sndk stock increased 59 due strong nand ssd earnings outlook positive fiscal fourthquarter guidance investor reacting favorably western digitals upcoming exchange remaining sandisk share company reported significant revenue growth shift towards highervalue customer western digitals share swap aim reduce ownership overhang insider trading show sale purchase institutional investor varied activity congressional member made purchase
Myers Industries stock hits all-time high at 27.98 USD,Investing.com,20260622T153920,"Myers Industries Inc. (NYSE: MYE) stock reached an all-time high of $27.98, reflecting a 97.7% return over the past year, although InvestingPro analysis suggests it may be overvalued. The company recently reported mixed Q1 2026 financial results with EPS of $0.44 beating forecasts, but revenue of $164.58 million falling short of expectations, alongside declaring a quarterly cash dividend.",https://www.investing.com/news/company-news/myers-industries-stock-hits-alltime-high-at-2798-usd-93CH-4753283,myers industries stock hits alltime high at 2798 usd myers industries inc nyse mye stock reached an alltime high of 2798 reflecting a 977 return over the past year although investingpro analysis suggests it may be overvalued the company recently reported mixed q1 2026 financial results with eps of 044 beating forecasts but revenue of 16458 million falling short of expectations alongside declaring a quarterly cash dividend,"['myers', 'industry', 'stock', 'hit', 'alltime', 'high', '2798', 'usd', 'myers', 'industry', 'inc', 'nyse', 'mye', 'stock', 'reached', 'alltime', 'high', '2798', 'reflecting', '977', 'return', 'past', 'year', 'although', 'investingpro', 'analysis', 'suggests', 'may', 'overvalued', 'company', 'recently', 'reported', 'mixed', 'q1', '2026', 'financial', 'result', 'eps', '044', 'beating', 'forecast', 'revenue', '16458', 'million', 'falling', 'short', 'expectation', 'alongside', 'declaring', 'quarterly', 'cash', 'dividend']",myers industry stock hit alltime high 2798 usd myers industry inc nyse mye stock reached alltime high 2798 reflecting 977 return past year although investingpro analysis suggests may overvalued company recently reported mixed q1 2026 financial result eps 044 beating forecast revenue 16458 million falling short expectation alongside declaring quarterly cash dividend
Schroder & Co. (NASDAQ: FRHC) files Form 144 after equity vesting,Stock Titan,20260622T153917,"Schroder & Co. Inc. (NASDAQ: FRHC) has filed a Form 144 notice, indicating a proposed disposition of Common Stock related to an equity compensation vesting event on June 11, 2026. This filing, submitted on June 22, 2026, is a notice of intent to sell and does not confirm actual share sales. Investors are advised to watch for subsequent Form 4 filings or broker-dealer trade reports for details on completed transactions.",https://www.stocktitan.net/sec-filings/FRHC/144-freedom-holding-corp-sec-filing-817d688dc862.html,schroder  co nasdaq frhc files form 144 after equity vesting schroder  co inc nasdaq frhc has filed a form 144 notice indicating a proposed disposition of common stock related to an equity compensation vesting event on june 11 2026 this filing submitted on june 22 2026 is a notice of intent to sell and does not confirm actual share sales investors are advised to watch for subsequent form 4 filings or brokerdealer trade reports for details on completed transactions,"['schroder', 'co', 'nasdaq', 'frhc', 'file', 'form', '144', 'equity', 'vesting', 'schroder', 'co', 'inc', 'nasdaq', 'frhc', 'filed', 'form', '144', 'notice', 'indicating', 'proposed', 'disposition', 'common', 'stock', 'related', 'equity', 'compensation', 'vesting', 'event', 'june', '11', '2026', 'filing', 'submitted', 'june', '22', '2026', 'notice', 'intent', 'sell', 'confirm', 'actual', 'share', 'sale', 'investor', 'advised', 'watch', 'subsequent', 'form', '4', 'filing', 'brokerdealer', 'trade', 'report', 'detail', 'completed', 'transaction']",schroder co nasdaq frhc file form 144 equity vesting schroder co inc nasdaq frhc filed form 144 notice indicating proposed disposition common stock related equity compensation vesting event june 11 2026 filing submitted june 22 2026 notice intent sell confirm actual share sale investor advised watch subsequent form 4 filing brokerdealer trade report detail completed transaction
Amazon Says Its Data Centers Use 86% Less Water Than Industry Average,Benzinga,20260622T153912,"Amazon claims its data centers use 86% less water than the industry average, consuming approximately 2.5 billion gallons in 2025 with a water usage efficiency rate of 0.12 liters per kilowatt-hour, compared to an industry average of 0.84. This water efficiency is highlighted as a critical competitive advantage, especially as AI infrastructure expands, given the increasing scrutiny on resource consumption like water and electricity for cooling data centers. This suggests that resource efficiency is becoming as vital as scale and market share in the evolving AI landscape for investors evaluating tech giants.",https://www.benzinga.com/markets/tech/26/06/60020190/amazon-says-its-data-centers-use-86-less-water-than-industry-average,amazon says its data centers use 86 less water than industry average amazon claims its data centers use 86 less water than the industry average consuming approximately 25 billion gallons in 2025 with a water usage efficiency rate of 012 liters per kilowatthour compared to an industry average of 084 this water efficiency is highlighted as a critical competitive advantage especially as ai infrastructure expands given the increasing scrutiny on resource consumption like water and electricity for cooling data centers this suggests that resource efficiency is becoming as vital as scale and market share in the evolving ai landscape for investors evaluating tech giants,"['amazon', 'say', 'data', 'center', 'use', '86', 'less', 'water', 'industry', 'average', 'amazon', 'claim', 'data', 'center', 'use', '86', 'less', 'water', 'industry', 'average', 'consuming', 'approximately', '25', 'billion', 'gallon', '2025', 'water', 'usage', 'efficiency', 'rate', '012', 'liter', 'per', 'kilowatthour', 'compared', 'industry', 'average', '084', 'water', 'efficiency', 'highlighted', 'critical', 'competitive', 'advantage', 'especially', 'ai', 'infrastructure', 'expands', 'given', 'increasing', 'scrutiny', 'resource', 'consumption', 'like', 'water', 'electricity', 'cooling', 'data', 'center', 'suggests', 'resource', 'efficiency', 'becoming', 'vital', 'scale', 'market', 'share', 'evolving', 'ai', 'landscape', 'investor', 'evaluating', 'tech', 'giant']",amazon say data center use 86 less water industry average amazon claim data center use 86 less water industry average consuming approximately 25 billion gallon 2025 water usage efficiency rate 012 liter per kilowatthour compared industry average 084 water efficiency highlighted critical competitive advantage especially ai infrastructure expands given increasing scrutiny resource consumption like water electricity cooling data center suggests resource efficiency becoming vital scale market share evolving ai landscape investor evaluating tech giant
Can The TJX Companies Gain More Share in Overseas Markets?,TradingView,20260622T153909,"TJX Companies is expanding its presence in overseas markets, particularly Europe and Australia, with strong first-quarter comparable sales and new store openings in Spain. The company is also pursuing growth through joint ventures in Mexico and investments in the Middle East, indicating a multi-faceted approach to international market share acquisition. While TJX focuses on international expansion, competitors like Ross Stores and Burlington Stores are concentrating on domestic growth within the U.S.",https://www.tradingview.com/news/zacks:24209c0b6094b:0-can-the-tjx-companies-gain-more-share-in-overseas-markets/,can the tjx companies gain more share in overseas markets tjx companies is expanding its presence in overseas markets particularly europe and australia with strong firstquarter comparable sales and new store openings in spain the company is also pursuing growth through joint ventures in mexico and investments in the middle east indicating a multifaceted approach to international market share acquisition while tjx focuses on international expansion competitors like ross stores and burlington stores are concentrating on domestic growth within the us,"['tjx', 'company', 'gain', 'share', 'overseas', 'market', 'tjx', 'company', 'expanding', 'presence', 'overseas', 'market', 'particularly', 'europe', 'australia', 'strong', 'firstquarter', 'comparable', 'sale', 'new', 'store', 'opening', 'spain', 'company', 'also', 'pursuing', 'growth', 'joint', 'venture', 'mexico', 'investment', 'middle', 'east', 'indicating', 'multifaceted', 'approach', 'international', 'market', 'share', 'acquisition', 'tjx', 'focus', 'international', 'expansion', 'competitor', 'like', 'ross', 'store', 'burlington', 'store', 'concentrating', 'domestic', 'growth', 'within', 'u']",tjx company gain share overseas market tjx company expanding presence overseas market particularly europe australia strong firstquarter comparable sale new store opening spain company also pursuing growth joint venture mexico investment middle east indicating multifaceted approach international market share acquisition tjx focus international expansion competitor like ross store burlington store concentrating domestic growth within u
Principal Financial (PFG) Could Be a Great Choice,Yahoo! Finance Canada,20260622T153854,"Principal Financial (PFG) is presented as a strong choice for income investors due to its consistent dividend payments and growth. The company, based in Des Moines, offers a dividend yield of 2.99%, higher than its industry average and the S&P 500. With a current payout ratio of 38% and expected solid earnings growth for 2026, PFG appears to be a compelling investment opportunity, currently holding a Zacks Rank of #3 (Hold).",https://ca.finance.yahoo.com/news/principal-financial-pfg-could-great-154502049.html,principal financial pfg could be a great choice principal financial pfg is presented as a strong choice for income investors due to its consistent dividend payments and growth the company based in des moines offers a dividend yield of 299 higher than its industry average and the sp 500 with a current payout ratio of 38 and expected solid earnings growth for 2026 pfg appears to be a compelling investment opportunity currently holding a zacks rank of 3 hold,"['principal', 'financial', 'pfg', 'could', 'great', 'choice', 'principal', 'financial', 'pfg', 'presented', 'strong', 'choice', 'income', 'investor', 'due', 'consistent', 'dividend', 'payment', 'growth', 'company', 'based', 'de', 'moines', 'offer', 'dividend', 'yield', '299', 'higher', 'industry', 'average', 'sp', '500', 'current', 'payout', 'ratio', '38', 'expected', 'solid', 'earnings', 'growth', '2026', 'pfg', 'appears', 'compelling', 'investment', 'opportunity', 'currently', 'holding', 'zacks', 'rank', '3', 'hold']",principal financial pfg could great choice principal financial pfg presented strong choice income investor due consistent dividend payment growth company based de moines offer dividend yield 299 higher industry average sp 500 current payout ratio 38 expected solid earnings growth 2026 pfg appears compelling investment opportunity currently holding zacks rank 3 hold
